prompt,response
"
I am trying to use a 3d object in a react360 project. I followed the steps in setup docs. Created a project with react-360 init Hello360 command and started the server with npm start.
Also, downloaded this obj model, and put it into static_assets folder. Then, put an Entity tag into index.js for displaying the object. Whole index.js is as follows.
import React from 'react';
import {
  AppRegistry,
  Entity,
  asset
} from 'react-360';

export default class Hello360 extends React.Component {
  render() {
    return (
      <Entity source={{ obj: asset('stickman.obj') }} />
    );
  }
};

AppRegistry.registerComponent('Hello360', () => Hello360);

As a result, I can't see anything in the browser but the background image. What am I doing wrong?
","
React360 docs Entity page is missing the import part. Importing Entity as in this blog solves the problem.
import React from 'react';
import {
  AppRegistry,
  asset,
} from 'react-360';

import Entity from 'Entity';

...

"
"
I am trying to find the gaze co-ordinates of a user wearing a HTC Vive with integrated Tobii Eyetracker. The user is viewing a 360-degree video playing inside a Unity Skybox. I am using the Tobii Pro SDK. 
I have used the VREyeTracker Prefab of Tobii and am getting parameters and values in the XML file (more details below in results). How is Unity Data different from Raw Data? Since I am not able to find any document with relevant description, I am not sure if the results obtained in the XML contain the information I am looking for. 
Unity Data:
GazeDirection Value=""(-0.05267334, 0.01541138, 0.99848940)"" Valid=""True"" />
<GazeOrigin Value=""(-0.03057870, 0.00478235, -0.04329382)"" Valid=""True"" />
<PupilDiameter Value=""0.00168019"" Valid=""True"" />
<GazeRayWorld Origin=""(-0.40116220, 1.04663500, -0.38193990)"" Direction=""(0.24876200, 0.05519217, 0.96699090)"" Valid=""True"" />

Raw Data:
<GazeDirection UnitVector=""(0.05267334, 0.01541138, 0.99848940)"" Validity=""Valid"" />
<GazeOrigin PositionInHMDCoordinates=""(30.57870000, 4.78234900, -43.29382000)"" Validity=""Valid"" />
<Pupil PupilDiameter=""1.68019100"" Validity=""Valid"" />
PupilPosition PositionInTrackingArea=""(0.55140850, 0.63337760)"" Validity=""Valid"" />

","
If you compare both data sets you can quite easily see the following relations:

Unity Data
<GazeDirection Value=""(-0.05267334, 0.01541138, 0.99848940)"" Valid=""True"" />

is related to
Raw Data
<GazeDirection UnitVector=""(0.05267334, 0.01541138, 0.99848940)"" Validity=""Valid"" />

but with inverted X axis
Unity Data
<GazeOrigin Value=""(-0.03057870, 0.00478235, -0.04329382)"" Valid=""True"" />

is ralted to
Raw Data
<GazeOrigin PositionInHMDCoordinates=""(30.57870000, 4.78234900, -43.29382000)"" Validity=""Valid"" />

but with inverted X axis and a factor 1000 (Unity measures in meters, tobii in millimeters). This name sounds like this is the origin of the gaze ray relative to the head/hmd device -> a bit (3cm) left, a bit above (1.5cm) the center of the hmd and 4cm behind the device. 
Unity Data
<PupilDiameter Value=""0.00168019"" Valid=""True"" />

is related to 
Raw Data
<Pupil PupilDiameter=""1.68019100"" Validity=""Valid"" />

again with the factor 1000

Finally 
Unity Data
<GazeRayWorld Origin=""(-0.40116220, 1.04663500, -0.38193990)"" Direction=""(0.24876200, 0.05519217, 0.96699090)"" Valid=""True"" />

sounds like it is related to the GazeOrigin but this time not relative to the HDM but in world coordinates where Direction is the fixation vector also in world space. Meaning in world coordinates you are looking 25cm to the left, 6cm up and 1meter in front of the position (-0.40116220, 1.04663500, -0.38193990) (sounds like you were sitting or are very small ;) ) in world space.
"
"
I'm using the showcase example link-traversal 
I'm trying to enable the functionality that once you peek inside the portal it takes you into that link automatically, without having to click. 
I was thinking of creating something like a ""portal peeked"" event listener, but wouldn't really know where to start with that. 
Does anybody perhaps have an idea of how I could achieve this?
","
Here is how I would achieve this: detect when the player moves over an invisible trigger geometry, ie the ""teleportation pad"", and use a raycaster to trigger the event, which can be listened for, and handled, to perform the teleporation.
1) create a pad, or plane (or any shape) that sits on the floor, placed so that when the user is over it, the teleportation will occur. Attach a class='teleport' component to its entity.
2) create a raycaster, attached to the child of the player, that shoots downward (0 -1 0) every frame. When it hits the pad, the event is thrown and the teleportation can be implemented.  
Here is one way to set this up (untested, but the general idea is there):
<a-entity id=""player"" collider-check>
  <a-entity raycaster=""objects: .teleport"" position=""0 1 0"" rotation=""-90 0 0"">  
  </a-entity>    
</a-entity>
<a-entity id=""pad"" class=""teleport"" geometry=""primitive: plane"" position=""0 0 0"" visible=""false""></a-entity>

Here you can find details on making a raycaster.
https://aframe.io/docs/0.9.0/components/raycaster.html#sidebar
Then make a custom component ('collider-check') that is attached to your player. Inside of it, add the  listener for raycasting events, and the function that handles the event with your teleportation.
AFRAME.registerComponent('collider-check', {
  dependencies: ['raycaster'],

  init: function () {
    this.el.addEventListener('raycaster-intersection', function () {
      console.log('Player hit something!');
    });
  }
});

Here is an example of a raycast event that triggers when a known target object is hit.
https://glitch.com/~rollover-rotate
This is a bit different that what you need (uses cursor, which you don't need), but it shows how to set up a raycaster, listen for a collision event, and handle it with a fuction, all in a custom component.
"
"
I try to execute an action when user press a button (An event listener needed because https://webkit.org/blog/6784/new-video-policies-for-ios/), but I guess, I have some syntax/logic mistake. Some help would be nice :D. 
Here is the code:
HTML:
   <a-image id=""playbutton_1"" position=""-5 0 0"" width=""2"" height=""2"" rotation=""0 -90 0"" ></a-image>

JS: 
var playthisvid_1 = document.querySelector('#playbutton_1');

    playthisvid_1.addEventListener('click', () => { console.log(""it clicks"");  })

","
Aframe elements won't simply react to touch / mouse events. You need a ray based cursor.
A good way to simulate the mouse is with the cursors attribute:
<a-scene cursor=""rayOrigin: mouse"">

It should also work with touch events on mobile devices.
Check it out here.

Otherwise use the a-frame cursor.
<a-cursor></a-cursor>

"
"
Since the last update of Oculus Quest (to build 7.0) I can't move both controllers at the same time in my Unity builds:

It's only being tracked the ""active"" controller
I can switch active controller by pressing the trigger of the
controller I want to set as active
This is only happening in builds of my projects in Unity, tracking of
both controllers works great with Oculus Quest applications (Home,
YoutubeVR, JobSim, etc.)

Video showing this behaviour
(Lightweight VR RP default scene. It's the same behaviour with VRTK example scene)
Someone else is having this problem? What could be the cause?
","
Solution:
(In Unity project)

Oculus > Tools > Remove AndroidManifest.xml
Oculus > Tools > Create store-compatible AndroidManifest.xml
Rebuild

"
"
for interacting with an object in Unity via LeapMotion controller you need to attach the ""IneractionBehavior"" script. With this script you can create new interaction events with the unity GUI. 
What i want is to generate a couple of GameObjects with an attached InteractionBehavior script and i want to add these types of events via C# code.
For example i want to generate automaticaly an object with a attached InteractionBehavior script and want to define per code that this object turns to red by BeginContact.
I use: 
- Unityversion 2019.1.10
- LeapMotion Core Asset v4.4.0
- LeapMotion InteractionEngine v1.2.0
- HTC Vive Pro
If it is possible i want to know how i can add an interactionevent to an attached InteractionBehavior script with C#
","
This is the implementation of BeginContact in the InteractionBehaviour :
public void BeginContact(List<InteractionController> controllers) 
{
    foreach (var controller in controllers) 
    {
        _contactingControllers.Add(controller);

        OnPerControllerContactBegin(controller);
    }

    if (_contactingControllers.Count == controllers.Count) 
    {
        OnContactBegin();
    }
}

as you can see the according actions called are
public Action OnContactBegin;
public Action<InteractionController> OnPerControllerContactBegin;

So depending on your needs either
Directly add callbacks via script
e.g. using
private void Awake()
{
    var interactionBehaviour= objectReference.GetComponent<InteractionBehaviour>();

    // either as Lambda Expression
    interactionBehaviour.OnContactBegin += () =>
        {
            // do something here
        };

    // or with a method
    // use this if you also want to be able to remove callbacks later!
    // it is always save to remove a callback before adding it
    // even if it's not there yet. Makes sure it is only added exactly once
    interactionBehaviour.OnContactBegin -= DoSomething;
    interactionBehaviour.OnContactBegin += DoSomething;
}

// make sure to always remove any callbacks as soon as possible or when they are not needed anymore
private void OnDestroy()
{
    interactionBehaviour.OnContactBegin -= DoSomething;
}


private void DoSomething()
{
    // do something here e.g. turn red
    // for efficiency you would ofcourse move the GetComponent
    // call to Awake as well. Just wanted to keep the example clean
    GetComponent<Renderer>().material.color = Color.red;
}

Or make it more general
Inherit from the script and customize it with UnityEvents which bring their own Inspector visiable interface (exactly like the Button.onClick event).
Theoretically you could add UnityEvent for every single Action available .. I will just do it for the two above.
[Serializeable]
public class InteractionControllerEvent : UnityEvent<InteractionController> { }

public class ExtendedInteractionBehaviour : InteractionBehaviour
{
    public UnityEvent OnContactBeginEvent;
    public InteractionControllerEvent OnPerControllerContactBegin;

    // and just as before add those as callbacks to the actions
    private void Awake()
    {
        OnContactBegin -= OnContactBeginInvokeEvent;
        OnContactBegin += OnContactBeginInvokeEvent;

        OnPerControllerContactBegin -= OnPerControllerContactBeginInvokeEvent;
        OnPerControllerContactBegin += OnPerControllerContactBeginInvokeEvent;
    }

    private void OnDestroy()
    {
        OnContactBegin -= OnContactBeginInvokeEvent;
        OnPerControllerContactBegin -= OnPerControllerContactBeginInvokeEvent;
    }

    private void OnContactBeginInvokeEvent()
    {
        OnContactBeginEvent?.Invoke();
    }

    private void OnPerControllerContactBeginInvokeEvent(InteractionController controller)
    {
        OnPerControllerContactBegin?.Invoke(controller);
    }
}

Now you could simply reference GameObjects and their components & methods via the Inspector as you probably know it from the mentioned UI.Button.onClick event (it also is an UnityEvent).
Especially the InteractionControllerEvent is an example that allows to be called with an dynamic parameter, meaning the according InteractionController reference can be passed on to a referenced method taking a InteractionController as paramter.
"
"
I've got a object which has the x rotation same as controller of vr.
transform.rotation = Quaternion.Euler(controller.transform.rotation.eulerAngles.x, 0, 0);

But I need to rotate it 90 degrees that the object will be vertically not horizontally.
transform.rotation = Quaternion.Euler(controller.transform.rotation.eulerAngles.x + 90, 0, 0);

But this doesn't work properly, because you can rotate the object in only one direction.
If you rotate controller right -> object rotate right & if you rotate controller left -> object rotate right.
If you want to rotate object left you have to rotate controller upside down.
I also tried set the object as child of controller but on play the object disappear.
How can I solve?
Thanks in advance.
","
You could assign your rotation to be equal to the controller's right vector.
this.transform.rotation =  Quaternion.LookRotation(controller.transform.right, Vector3.up);

"
"
I'm trying to implement a poor man's AR by showing some objects with A-Frame on top of the active video.
Note: I'm not using ar.js because I don't want to use a marker.
All in all, app is working nicely, but video is half transparent instead of fully opaque as I want it to be.
The problem is that I'm showing the video on top of the A-Frame scene, and making it semi transparent so that the 3d scene is visible through it.
I did it because if the video is below the scene (i.e with a lower z-index), it is not shown, even though I do put background=""transparent"" for the a-scene. If I add ""embedded"" to a-scene, the 3d elements are not appearing.
Here is my code:
<!doctype html>
<html lang=""en"">
<head>
    <script src=""https://aframe.io/releases/0.9.2/aframe.min.js""></script>
    <style>
        a-scene {
            height: 50%; width: 50%;
            z-index: 10;
            opacity:1
        }      
        #webcam {
            z-index: 20;
            opacity:0.4;
            position: absolute;
            background-size: 100% 100%;
            top: 0; left: 0; 
            min-width: 100%; min-height: 100%;
            width: auto; height: auto;
        }
    </style>
    <script>
        var cameraView;

        var constraints = {
            audio: false,
            video: {
                facingMode: ""environment"",
            }
        };

        // Access the device camera and stream to cameraView
        function cameraStart() {
            cameraView = document.querySelector(""#webcam"");
            navigator.mediaDevices
                .getUserMedia(constraints)
                .then(function(stream) {
                cameraView.srcObject = stream;
            })
            .catch(function(error) {
                console.error(""Oops. Something is broken."", error);
            });
        }

        // Start the video stream when the window loads
        window.addEventListener(""load"", cameraStart, false);

        // Component to change to a sequential color on cursor suspension.
        AFRAME.registerComponent('cursor-listener', {
          init: function () {
            var lastIndex = -1;
            var COLORS = ['red', 'green', 'blue'];
            this.el.addEventListener('click', function (evt) {
              lastIndex = (lastIndex + 1) % COLORS.length;
              this.setAttribute('material', 'color', COLORS[lastIndex]);
              console.log('I was clicked at: ', evt.detail.intersection.point);
            });
          }
        });
    </script>      
</head>
<body>
    <video id=""webcam"" autoplay playsinline></video>
    <a-scene vr-mode-ui=""enabled: false"" background=""transparent"">
        <a-sphere cursor-listener position=""-7 0 7"" radius=""1.25"" color=""yellowgreen""></a-sphere>
        <a-sphere cursor-listener position=""-7 0 -7"" radius=""1.25"" color=""green""></a-sphere>
        <a-sphere cursor-listener position=""7 0 7"" radius=""1.25"" color=""aqua""></a-sphere>
        <a-sphere cursor-listener position=""7 0 -7"" radius=""1.25"" color=""orange""></a-sphere>
        <a-entity camera look-controls>
            <a-entity cursor=""fuse: true; fuseTimeout: 500""
                position=""0 0 -0.6""
                geometry=""primitive: ring; radiusInner: 0.02; radiusOuter: 0.03""
                material=""color: blue; shader: flat"">
            </a-entity>
        </a-entity>
    </a-scene>
</body>
</html>

","
You don't need to manipulate the z-index, or embed the scene. With a setup like this:
<video></video>
<a-scene>
</a-scene>

You only need to make sure that:

the <video> element is covering the entire viewport preferably with its width (100%, 100vw etc.), height (100%, 100vh, etc,) and position (absolute, or fixed) set.
no entity in the scene is covering the background ( like a plane, or <a-sky> )

Glitch here. Also here's a similar anwser + examples.
"
"
I'm making a VR experience in Unity (version 2019.1.12f), for the Oculus Quest (android build). Some of my objects have white lines in their edges (see below), and I want to know how to get rid of them.
Whitelines: https://i.ibb.co/bXsN9J2/whitelines.png
The quality is maxed out and the anti-aliasing is disabled in the image but even with 8x I was getting the lines. Using baked global lighting, and all the objects are static.  Also see my Quality Settings, Lighting Settings and Directional Light Settings. 
Quality: https://i.ibb.co/ySHfgcD/Quality.png
Lighting: https://i.ibb.co/dKBQbpG/Lighthing.png
Directional: https://i.ibb.co/ZfDJPSz/Directional.png
Here's a overview of the Scene and all the lights present:
Scene: https://i.ibb.co/x6YtXTv/Scene.png
One last thing.. I read somewhere this could be related to Shaders but as I have no knowledge in that area I would prefer other options.
Thanks in advance!

Removing the anti-aliasing doesn't solve the problem.
I'm using ASTC compression on the textures.

","
Had to go to the Nvidia panel and activate anti-aliasing and ambient occlusion, problem solved!
"
"
I am trying to build a sample project which can be found at this link https://www.coursera.org/learn/xr-introduction/supplement/cARor/project-work-build-a-vr-application-to-your-device and I am getting this error:
Build completed with a result of 'Failed'
UnityEditor.BuildPlayerWindow:BuildPlayerAndRun()
UnityEditor.BuildPlayerWindow+BuildMethodException: 4 errors
at UnityEditor.BuildPlayerWindow+DefaultBuildMethods.BuildPlayer (UnityEditor.BuildPlayerOptions options) [0x00242] in C:\buildslave\unity\build\Editor\Mono\BuildPlayerWindowBuildMethods.cs:194 
at UnityEditor.BuildPlayerWindow.CallBuildMethods (System.Boolean askForBuildLocation, UnityEditor.BuildOptions defaultBuildOptions) [0x0007f] in C:\buildslave\unity\build\Editor\Mono\BuildPlayerWindowBuildMethods.cs:97 
UnityEditor.BuildPlayerWindow:BuildPlayerAndRun()
What to do?
","
Try to build in a different location? Preferably outside your project folder. 
"
"
I‘m using superframe‘s orbit-controls (https://github.com/supermedium/superframe/tree/master/components/orbit-controls) and I have a scene with two entities that the user can toggle on/off with a button. Whenever the user clicks on the button, I‘d like to reset the camera position to its initial state. 
I've tried resetting the camera's world position like I normally would without using the orbit controls, but so far I haven't had any luck.
Here's a jsfiddle of the situation: https://jsfiddle.net/e7akdgf1/5/
<a-scene embedded class=""box"" vr-mode-ui=""enabled: false"" loading-screen=""enabled: false"">

<a-entity id=""cam""
camera
orbit-controls=""target: 0 0 0;
initialPosition: 0 0 5;
minDistance: 1;
maxDistance: 50;"">

</a-entity>

<a-entity id=""cube"" position=""0 0 0"" rotation=""45 30 0"" geometry=""primitive: box; height: 3; width: 3; depth: 3;"" material=""color: #167341; roughness: 1.0; metalness: 0.2;""></a-entity>

<a-cylinder id=""cylinder"" position=""1 1.25 -1"" radius=""1"" height=""2.5"" color=""#FFC65D"" visible=""false""></a-cylinder>

</a-scene>

","
You can change the position like this
// check what setting the initial position does in the source code 
cam.getObject3D('camera').position.set(0, 0, 5)

fiddle here.

There is a 
this.el.components['orbit-controls'].controls.reset()

in the source code, but I had no luck with it.
"
"
I am working on HoloLens (Unity-UWP) and trying to make a connection with PC (UWP) or Android phone work (Xamarin). So far I tried client and host with both Bluetooth and TCP (even two versions with different libraries) on Android and UWP. I kept the code entirely separated from user interface, so that it is easier to use, to understand and modular. An Action<string> is used to output results (error logs and sent messages).
Everything that is not on the HoloLens works fine (even though it's exactly the same code). It worked from PC (UWP) to Android with client and host switched. But it doesn't even work between HoloLens and PC (UWP). The behavior ranged from crashes (mostly for Bluetooth) to instant disconnection. The last tests resulted in disconnection once bytes are about to be received. It could even read the first 4 bytes (uint for the length of the following UTF-8 message), but then it was disconnected. The other devices seemed to work fine.
What I know: Capabilities are set, the code works, the issue is likely something that is common for everything that has to do with networking and HoloLens.
So the question is, is Unity or HoloLens incompatible with something I am using? What I used which is worth mentioning: StreamSocket, BinaryWriter, BinaryReader, Task (async, await). Or is HoloLens actively blocking communication with applications on other devices? I know it can connect to devices with Bluetooth and that it can connect via TCP, and it looks like people succeed to get it to work. Are there known issues? Or is there something with Unity that causes this - a bad setting maybe? Do I have to use async methods or only sync? Are there incompatibility issues with Tasks/Threads and Unity? Is this possibly the issue (inability to consent to permissions)?
Another thing to note is that I cannot ping HoloLens via its IP by using the cmd, even though the IP is correct.
I'd appreciate any advice, answer or guess. I can provide more information if requested (see also the comments below). I would suggest to focus on the TCP connection as it seemed to be working better and appears to be more ""basic."" Here is the code:
using System;
using System.Text;
using System.Threading.Tasks;
using System.IO;
using Windows.Networking;
using Windows.Networking.Sockets;

#region Common
public abstract class TcpCore
{
    protected StreamSocket Socket;
    protected BinaryWriter BWriter;
    protected BinaryReader BReader;
    protected Task ReadingTask;

    public bool DetailedInfos { get; set; } = false;
    public bool Listening { get; protected set; }

    public ActionSingle<string> MessageOutput { get; protected set; } = new ActionSingle<string> (); // Used for message and debug output. They wrap an Action and allow safer use.
    public ActionSingle<string> LogOutput { get; protected set; } = new ActionSingle<string> ();

    protected const string USED_PORT = ""1337"";
    protected readonly Encoding USED_ENCODING = Encoding.UTF8;

    public abstract void Disconnect ();

    protected void StartCommunication ()
    {
        Stream streamOut = Socket.OutputStream.AsStreamForWrite ();
        Stream streamIn = Socket.InputStream.AsStreamForRead ();
        BWriter = new BinaryWriter (streamOut); //{ AutoFlush = true };
        BReader = new BinaryReader (streamIn);

        LogOutput.Trigger (""Connection established."");
        ReadingTask = new Task (() => StartReading ());
        ReadingTask.Start ();
    }

    public void SendMessage (string message)
    {
        // There's no need to send a zero length message.
        if (string.IsNullOrEmpty (message)) return;

        // Make sure that the connection is still up and there is a message to send.
        if (Socket == null || BWriter == null) { LogOutput.Trigger (""Cannot send message: No clients connected.""); return; }

        uint length = (uint) message.Length;
        byte[] countBuffer = BitConverter.GetBytes (length);
        byte[] buffer = USED_ENCODING.GetBytes (message);

        if (DetailedInfos) LogOutput.Trigger (""Sending: "" + message);

        BWriter.Write (countBuffer);
        BWriter.Write (buffer);
        BWriter.Flush ();
    }

    protected void StartReading ()
    {
        if (DetailedInfos) LogOutput.Trigger (""Starting to listen for input."");
        Listening = true;
        while (Listening)
        {
            try
            {
                if (DetailedInfos) LogOutput.Trigger (""Starting a listen iteration."");

                // Based on the protocol we've defined, the first uint is the size of the message. [UInt (4)] + [Message (1*n)] - The UInt describes the length of the message (=n).
                uint length = BReader.ReadUInt32 ();

                if (DetailedInfos) LogOutput.Trigger (""ReadLength: "" + length.ToString ());

                MessageOutput.Trigger (""A"");
                byte[] messageBuffer = BReader.ReadBytes ((int) length);
                MessageOutput.Trigger (""B"");
                string message = USED_ENCODING.GetString (messageBuffer);
                MessageOutput.Trigger (""Received Message: "" + message);
            }
            catch (Exception e)
            {
                // If this is an unknown status it means that the error is fatal and retry will likely fail.
                if (SocketError.GetStatus (e.HResult) == SocketErrorStatus.Unknown)
                {
                    // Seems to occur on disconnects. Let's not throw().
                    Listening = false;
                    Disconnect ();
                    LogOutput.Trigger (""Unknown error occurred: "" + e.Message);
                    break;
                }
                else
                {
                    Listening = false;
                    Disconnect ();
                    break;
                }
            }
        }
        LogOutput.Trigger (""Stopped to listen for input."");
    }
}
#endregion

#region Client
public class GTcpClient : TcpCore
{
    public async void Connect (string target, string port = USED_PORT) // Target is IP address.
    {
        try
        {
            Socket = new StreamSocket ();
            HostName serverHost = new HostName (target);
            await Socket.ConnectAsync (serverHost, port);

            LogOutput.Trigger (""Connection successful to: "" + target + "":"" + port);
            StartCommunication ();
        }
        catch (Exception e)
        {
            LogOutput.Trigger (""Connection error: "" + e.Message);
        }
    }

    public override void Disconnect ()
    {
        Listening = false;
        if (BWriter != null) { BWriter.Dispose (); BWriter.Dispose (); BWriter = null; }
        if (BReader != null) { BReader.Dispose (); BReader.Dispose (); BReader = null; }
        if (Socket != null) { Socket.Dispose (); Socket = null; }
        if (ReadingTask != null) { ReadingTask = null; }
    }
}
#endregion

#region Server
public class GTcpServer : TcpCore
{
    private StreamSocketListener socketListener;

    public bool AutoResponse { get; set; } = false;

    public async void StartServer ()
    {
        try
        {
            //Create a StreamSocketListener to start listening for TCP connections.
            socketListener = new StreamSocketListener ();

            //Hook up an event handler to call when connections are received.
            socketListener.ConnectionReceived += ConnectionReceived;

            //Start listening for incoming TCP connections on the specified port. You can specify any port that's not currently in use.
            await socketListener.BindServiceNameAsync (USED_PORT);
        }
        catch (Exception e)
        {
            LogOutput.Trigger (""Connection error: "" + e.Message);
        }
    }

    private void ConnectionReceived (StreamSocketListener listener, StreamSocketListenerConnectionReceivedEventArgs args)
    {
        try
        {
            listener.Dispose ();
            Socket = args.Socket;
            if (DetailedInfos) LogOutput.Trigger (""Connection received from: "" + Socket.Information.RemoteAddress + "":"" + Socket.Information.RemotePort);
            StartCommunication ();
        }
        catch (Exception e)
        {
            LogOutput.Trigger (""Connection Received error: "" + e.Message);
        }
    }

    public override void Disconnect ()
    {
        Listening = false;
        if (socketListener != null) { socketListener.Dispose (); socketListener = null; }
        if (BWriter != null) { BWriter.Dispose (); BWriter.Dispose (); BWriter = null; }
        if (BReader != null) { BReader.Dispose (); BReader.Dispose (); BReader = null; }
        if (Socket != null) { Socket.Dispose (); Socket = null; }
        if (ReadingTask != null) { ReadingTask = null; }
    }
}
#endregion

","
The answer is Threading.
For whoever may have similar issues, I found the solution. It was due to Unity itself, not HoloLens specifically. My issue was that I wrote my code separately in an own class instead of commingle it with UI code, which would have made it 1. unreadable and 2. not modular to use. So I tried a better coding approach (in my opinion). Everybody could download it and easily integrate it and have basic code for text messaging. While this was no issue for Xamarin and UWP, it was an issue for Unity itself (and there the Unity-UWP solution as well).
The receiving end of Bluetooth and TCP seemed to create an own thread (maybe even something else, but I didn't do it actively), which was unable to write on the main thread in Unity, which solely handles GameObjects (like the output log). Thus I got weird log outputs when I tested it on HoloLens.
I created a new TCP code which works for Unity but not the Unity-UWP solution, using TcpClient/TcpListener, in order to try another version with TCP connection. Luckily when I ran that in the editor it finally pointed on the issue itself: The main thread could not be accessed, which would have written into the UI - the text box for the log output. In order to solve that, I just had to use Unity's Update() method in order to set the text to the output. The variables themselves still could be accessed, but not the GameObjects.
"
"
I am trying to create a script that will reset (to a specific location) the HMD and controller locations whenever a key is pressed for calibration reasons. I am very new to unity so all I have been able to figure out is how to get key input.
public class resetPosition : MonoBehaviour
{
    // Start is called before the first frame update
    void Start()
    {

    }

    // Update is called once per frame
    void Update()
    {
        if (Input.GetKeyDown(KeyCode.Space))
            Debug.Log(""pressed"");
    }
}

","
You shouldn't directly change the position of the VRCamera. 
Rather add a parent GameObject to the camera and change the position of that one instead via e.g. (assuming your script is attahced to the camera)
public class ResetPosition : MonoBehaviour
{
    public Vector3 resetPosition;

    private void Awake()
    {
        // create a new object and make it parent of this object
        var parent = new GameObject(""CameraParent"").transform;

        transform.SetParent(parent);
    }

    // You should use LateUpdate
    // because afaik the oculus position is updated in the normal
    // Update so you are sure it is already done for this frame
    private void LateUpdate()
    {
        if (Input.GetKeyDown(KeyCode.Space))
        {
            Debug.Log(""pressed"");

            // reset parent objects position
            transform.parent.position = resetPosition - transform.position;
        }
    }
}

"
"
I want to lock the player position of the Oculus rift in unity to be in one place the entire time. They are able to move their arms but can look with their head, they also cannot lean or turn their body. For example if they are sitting in a chair the player is locked to that chair and they cannot move from it but they can interact with objects in front of the chair using the controllers.
I have no clue how to do this. Either through code or the inspector. Any solution will be greatly appreciated.
","
I have included a solution to this on a different question I asked and answered. Please see this post for a solution to this.
"
"
Earlier I was facing problem regarding the unity camera problem it always stuck on 0,0,0.08 and also find a solution so I first create an empty gameobject and then drag the camera in that empty gameobject but after doing this the scripts which I applied to the gameobject is working fine but the script which I place in camera is not working at all 
Camera Script 
public float MovementAmplitude = 0.1f;
public float MovementFrequency = 2.25f;
void Update()
{
    transform.position = new Vector3(
         transform.position.x,
         Mathf.Cos(transform.position.z * MovementFrequency) * MovementAmplitude,
         transform.position.z

        );
}

Player Script
public float speed = 4.5f;
public float JumpingForcec = 450f;
void Update()
{
    transform.position += speed * Vector3.forward * Time.deltaTime;
    if (Input.GetKeyDown(""space""))
    {
        Debug.Log(""SPace is pressed"");
        Debug.Log(GetComponent<Rigidbody>());
        GetComponent<Rigidbody>().AddForce(Vector3.up * JumpingForcec);
    }
}

","
First of all when dealing with a Rigidbody (or the Physics in general) you shouldn't set a position directly through the Transform component but rather use Rigidbody.position or in your case for a smooth movement even rather Rigidbody.MovePosition, both in FixedUpdate. 
In general anything related to the Physics (so also everything using Rigidbody) should be done in FixedUpdate while the check for GetKeyDown has to be done in Update.
PlayerScript
public class PlayerScript : MonoBehaviour
{
    public float speed = 4.5f;
    public float JumpingForcec = 450f;

    // If possible reference this in the Inspector already
    [SerializeField] private Rigidbody rigidBody;

    private bool jumpWasPressed;

    private void Awake()
    {
        if (!rigidBody) rigidBody = GetComponent<Rigidbody>();
    }

    private void FixedUpdate()
    {
        rigidBody.MovePosition(transform.position + speed * Vector3.forward * Time.deltaTime);

        if (!jumpWasPressed) return;

        Debug.Log(""SPace was pressed"");

        rigidBody.AddForce(Vector3.up * JumpingForcec);

        jumpWasPressed = false;
    }

    private void Update()
    {
        // Note that currently you can multijump .. later you will want to add 
        // an additional check if you already jump again
        if (Input.GetKeyDown(KeyCode.Space)) jumpWasPressed = true;
    }
}

Make sure that Is Kinematic is disabled in the Rigidbody component! Otherwise AddForce is not processed.

If isKinematic is enabled, Forces, collisions or joints will not affect the rigidbody anymore.

The camera movement I would move to LateUpdate in order to make sure it is the last thing calculated after the other Update calls have finished. Especially after all user input has been processed (in your case maybe not that relevant since movement is processed in FixedUpdate but in general).
Second problem: Here you are not taking the changed Y position by jumping into account so rather add the ""wobbling"" effect to the player's transform.position.y and rather use the localPosition for the Camera:
public class CameraScript : MonoBehaviour
{
    public float MovementAmplitude = 0.1f;
    public float MovementFrequency = 2.25f;

    // reference the player object here
    public Transform playerTransform;

    private float originalLocalPosY;

    private void Start()
    {
        if(!playerTransform) playerTransform = transform.parent;
        originalLocalPosY = transform.localPosition.y;
    }

    private void LateUpdate()
    {
        transform.localPosition = Vector3.up * (originalLocalPosY + Mathf.Cos(playerTransform.position.z * MovementFrequency) * MovementAmplitude);
    }
}


Maybe you want to disable the wobbling effect during a jump later, though ;)

"
"
How to access the cardboard trigger on google Gvr( in code) ? In the earlier version it was GvrViewer.Instance.Triggered
","
I use Input.GetButtonDown(""Fire 1"") and it works for me on the latest SDK version (1.6) and latest Unity version (5.6)
EDIT:
Use Input.GetButtonDown(""Fire1"") if you follow the default naming conventions for input events supported by unity. Please note that there is no space character between ""Fire"" and ""1"".
Otherwise, you might the error - ""ArgumentException: Input Button Fire 1 is not setup.""
"
